filename,noise,label
0000 (10).jpg,5.624359129928052,0
0000 (2).jpg,3.748611438786611,0
0000 (3).jpg,3.5951232574880123,0
0000 (4).jpg,2.7819976413156837,0
0000 (5).jpg,2.5791015615686774,0
0000 (6).jpg,3.253616321599111,0
0000 (7).jpg,3.3068694674875587,0
0000 (8).jpg,4.978866571327671,0
0000 (9).jpg,3.179244994884357,0
0000.jpg,3.496215805411339,0
0001 (10).jpg,2.766662589274347,0
0001 (2).jpg,3.9686279259622097,0
0001 (3).jpg,3.1139373721089214,0
0001 (4).jpg,2.6857147028204054,0
0001 (5).jpg,1.9991454742848873,0
0001 (6).jpg,2.961715698009357,0
0001 (7).jpg,3.7269287072122097,0
0001 (8).jpg,4.307418783893809,0
0001 (9).jpg,3.0746154552325606,0
0001.jpg,3.717575061833486,0
0002 (10).jpg,5.079574579140171,0
0002 (2).jpg,5.976974475895986,0
0002 (3).jpg,2.714736927067861,0
0002 (4).jpg,2.3631134012248367,0
0002 (5).jpg,3.1800689676310867,0
0002 (6).jpg,3.840774535899982,0
0002 (7).jpg,3.0541686974465847,0
0002 (8).jpg,3.4001312197651714,0
0002 (9).jpg,1.46441650390625,0
0002.jpg,3.3989868126809597,0
0003 (10).jpg,2.596588089130819,0
0003 (2).jpg,4.280364989303052,0
0003 (3).jpg,4.747726421570405,0
0003 (4).jpg,2.3476867340505123,0
0003 (5).jpg,4.051040643593296,0
0003 (6).jpg,3.2470703115686774,0
0003 (7).jpg,2.639648429118097,0
0003 (8).jpg,3.0706329324748367,0
0003 (9).jpg,3.9858703576028347,0
0003.jpg,5.875350951915607,0
0004 (10).jpg,3.5445251427590847,0
0004 (2).jpg,3.6430053673684597,0
0004 (3).jpg,3.5163269033655524,0
0004 (4).jpg,3.2599029259290546,0
0004 (5).jpg,3.0301361063029617,0
0004 (6).jpg,3.870712280040607,0
0004 (7).jpg,2.890777579508722,0
0004 (8).jpg,4.102706907084212,0
0004 (9).jpg,2.3610687234904617,0
0004.jpg,2.8711395242717117,0
0005 (10).jpg,3.114776596426964,0
0005 (2).jpg,3.7786102236714214,0
0005 (3).jpg,2.2126922325696796,0
0005 (4).jpg,2.7979888727422804,0
0005 (5).jpg,2.190628040349111,0
0005 (6).jpg,3.516128528630361,0
0005 (7).jpg,3.9692993126809597,0
0005 (8).jpg,4.654144263826311,0
0005 (9).jpg,2.518524155020714,0
0005.jpg,2.616043079411611,0
0006 (10).jpg,3.1690063439309597,0
0006 (2).jpg,5.31744384393096,0
0006 (3).jpg,2.309402465587482,0
0006 (4).jpg,3.435317992931232,0
0006 (5).jpg,3.8076171837747097,0
0006 (6).jpg,2.7015838564839214,0
0006 (7).jpg,3.9667968740686774,0
0006 (8).jpg,4.57952880486846,0
0006 (9).jpg,3.0871276818215847,0
0006.jpg,3.1654663048684597,0
0007 (10).jpg,2.4307861290872097,0
0007 (2).jpg,4.937805160880089,0
0007 (3).jpg,2.419219962321222,0
0007 (4).jpg,3.2758941629435867,0
0007 (5).jpg,2.777450477471575,0
0007 (6).jpg,2.728805541759357,0
0007 (7).jpg,4.719543456099927,0
0007 (8).jpg,3.6034851064905524,0
0007 (9).jpg,2.2015227598603815,0
0007.jpg,3.5855102203786373,0
0008 (10).jpg,3.1896057091653347,0
0008 (2).jpg,4.6396788619458675,0
0008 (3).jpg,2.545211791759357,0
0008 (4).jpg,4.884765616618097,0
0008 (5).jpg,2.5290374734904617,0
0008 (6).jpg,3.192138663493097,0
0008 (7).jpg,3.783248901134357,0
0008 (8).jpg,4.311553954146802,0
0008 (9).jpg,2.3286132803186774,0
0008.jpg,2.0931548548396677,0
0009 (10).jpg,5.759765616618097,0
0009 (2).jpg,5.668945297598839,0
0009 (3).jpg,4.013320922618732,0
0009 (4).jpg,3.5734405328985304,0
0009 (5).jpg,2.8916473106946796,0
0009 (6).jpg,3.250534046208486,0
0009 (7).jpg,3.4757232645060867,0
0009 (8).jpg,2.6860656701028347,0
0009 (9).jpg,3.7442016368731856,0
0009.jpg,3.0764465322718024,0
0010 (10).jpg,4.668975829146802,0
0010 (2).jpg,3.5159454157110304,0
0010 (3).jpg,2.4248046837747097,0
0010 (4).jpg,4.607101421570405,0
0010 (5).jpg,3.7534027041401714,0
0010 (6).jpg,3.1571655040606856,0
0010 (7).jpg,2.6766662588343024,0
0010 (8).jpg,2.920257568359375,0
0010 (9).jpg,4.849624627968296,0
0010.jpg,2.2727508151438087,0
0011 (10).jpg,4.352752677164972,0
0011 (2).jpg,8.885528556071222,0
0011 (3).jpg,2.8671417215373367,0
0011 (4).jpg,2.201934806071222,0
0011 (5).jpg,2.0513762903865427,0
0011 (6).jpg,1.934127796208486,0
0011 (7).jpg,3.864028930431232,0
0011 (8).jpg,4.216445920756087,0
0011 (9).jpg,2.666091907536611,0
0011.jpg,2.4735412560403347,0
0012 (10).jpg,2.948211661539972,0
0012 (2).jpg,3.4641570986714214,0
0012 (3).jpg,3.4630126943811774,0
0012 (4).jpg,2.3627471399959177,0
0012 (5).jpg,3.3102109991014004,0
0012 (6).jpg,2.742919921875,0
0012 (7).jpg,2.244674671208486,0
0012 (8).jpg,5.273376463912427,0
0012 (9).jpg,3.302658080821857,0
0012.jpg,2.965255737071857,0
0013 (10).jpg,3.505828849039972,0
0013 (2).jpg,3.8999633779749274,0
0013 (3).jpg,1.8086242666468024,0
0013 (4).jpg,2.216857864521444,0
0013 (5).jpg,2.3618316629435867,0
0013 (6).jpg,2.3910064639057964,0
0013 (7).jpg,4.760513305431232,0
0013 (8).jpg,3.7685546837747097,0
0013 (9).jpg,4.692367551615462,0
0013.jpg,2.0596923818811774,0
0014 (10).jpg,2.3379363955464214,0
0014 (2).jpg,3.5922393777873367,0
0014 (3).jpg,2.339080810546875,0
0014 (4).jpg,2.256576537853107,0
0014 (5).jpg,2.6091308258473873,0
0014 (6).jpg,2.5081939303781837,0
0014 (7).jpg,3.3321838369593024,0
0014 (8).jpg,5.549331664806232,0
0014 (9).jpg,2.3642272716388106,0
0014.jpg,3.2462158193811774,0
0015 (10).jpg,3.8931731150951236,0
0015 (2).jpg,4.196563712321222,0
0015 (3).jpg,2.2792968740686774,0
0015 (4).jpg,2.1661529352422804,0
0015 (5).jpg,4.986770624062046,0
0015 (6).jpg,2.490310668712482,0
0015 (7).jpg,3.544296253239736,0
0015 (8).jpg,2.419738723896444,0
0015 (9).jpg,3.494674682384357,0
0015.jpg,2.721389770274982,0
0016 (10).jpg,3.5821533165872097,0
0016 (2).jpg,7.027008041739464,0
0016 (3).jpg,3.4022216787561774,0
0016 (4).jpg,3.0213470400776714,0
0016 (5).jpg,1.9784393308218569,0
0016 (6).jpg,3.2877502404153347,0
0016 (7).jpg,4.164688082179055,0
0016 (8).jpg,3.5958556896075606,0
0016 (9).jpg,2.5684814117848873,0
0016.jpg,3.0116424539592117,0
0017 (10).jpg,4.344482413493097,0
0017 (2).jpg,4.045074461959302,0
0017 (3).jpg,3.9485778473317623,0
0017 (4).jpg,2.818069446599111,0
0017 (5).jpg,3.275238037109375,0
0017 (6).jpg,3.158981323009357,0
0017 (7).jpg,2.246551513671875,0
0017 (8).jpg,3.0359649599995464,0
0017 (9).jpg,5.164031936787069,0
0017.jpg,3.3080901817884296,0
0018 (10).jpg,4.946212716167793,0
0018 (2).jpg,3.6402434909250587,0
0018 (3).jpg,2.1586151064839214,0
0018 (4).jpg,3.0202484072651714,0
0018 (5).jpg,1.7648773172404617,0
0018 (6).jpg,3.501144397770986,0
0018 (7).jpg,5.573013294255361,0
0018 (8).jpg,3.531097412109375,0
0018 (9).jpg,3.713226318359375,0
0018.jpg,2.2929687462747097,0
0019 (10).jpg,4.135345458053052,0
0019 (2).jpg,2.7831420889124274,0
0019 (3).jpg,2.33319091796875,0
0019 (4).jpg,3.2223663271870464,0
0019 (5).jpg,2.251464835368097,0
0019 (6).jpg,3.1848449669778347,0
0019 (7).jpg,3.803268421208486,0
0019 (8).jpg,3.0277404775843024,0
0019 (9).jpg,3.0442047060932964,0
0019.jpg,3.116607666015625,0
0020 (10).jpg,5.767761207185686,0
0020 (2).jpg,3.1152954092249274,0
0020 (3).jpg,2.3668823232874274,0
0020 (4).jpg,2.3131408458575606,0
0020 (5).jpg,2.0477142145391554,0
0020 (6).jpg,2.3314055872615427,0
0020 (7).jpg,3.270919788395986,0
0020 (8).jpg,3.062606800114736,0
0020 (9).jpg,2.8486480654682964,0
0020.jpg,3.115921020274982,0
0021 (10).jpg,4.78784179314971,0
0021 (2).jpg,4.221923804841936,0
0021 (3).jpg,2.0922698786016554,0
0021 (4).jpg,2.4501952892169356,0
0021 (5).jpg,2.470382679020986,0
0021 (6).jpg,4.802062987349927,0
0021 (7).jpg,3.3473509987816215,0
0021 (8).jpg,4.163528442149982,0
0021 (9).jpg,2.155914306640625,0
0021.jpg,2.3690643289592117,0
0022 (10).jpg,5.503707879921421,0
0022 (2).jpg,3.9729766824748367,0
0022 (3).jpg,2.8235778771340847,0
0022 (4).jpg,2.6365356408059597,0
0022 (5).jpg,2.5549010895192623,0
0022 (6).jpg,2.5006255914922804,0
0022 (7).jpg,3.5458373986184597,0
0022 (8).jpg,4.870010375743732,0
0022 (9).jpg,3.3069457998499274,0
0022.jpg,3.5497588922735304,0
0023 (10).jpg,4.802001893520355,0
0023 (2).jpg,3.1735229259356856,0
0023 (3).jpg,1.9030914248432964,0
0023 (4).jpg,2.789703354239464,0
0023 (5).jpg,2.895706165349111,0
0023 (6).jpg,4.076370233437046,0
0023 (7).jpg,4.308547971537337,0
0023 (8).jpg,3.6407775841653347,0
0023 (9).jpg,4.174728382145986,0
0023.jpg,3.2977752664592117,0
0024 (10).jpg,5.384429886005819,0
0024 (2).jpg,6.441284120082855,0
0024 (3).jpg,4.150924676796421,0
0024 (4).jpg,2.8091277887579054,0
0024 (5).jpg,3.4546661355998367,0
0024 (6).jpg,3.808685287833214,0
0024 (7).jpg,4.640472403727472,0
0024 (8).jpg,3.3484191298484802,0
0024 (9).jpg,3.4424132965505123,0
0024.jpg,2.7567291071172804,0
0025 (10).jpg,3.8037719391286373,0
0025 (2).jpg,4.321319579146802,0
0025 (3).jpg,3.432464591227472,0
0025 (4).jpg,3.0438384951557964,0
0025 (5).jpg,2.176147415302694,0
0025 (6).jpg,3.5611877404153347,0
0025 (7).jpg,3.5678558328654617,0
0025 (8).jpg,2.492950424551964,0
0025 (9).jpg,2.8044128082692623,0
0025.jpg,5.130340575240552,0
0026 (10).jpg,4.370101922890171,0
0026 (2).jpg,4.30067441961728,0
0026 (3).jpg,3.15093994140625,0
0026 (4).jpg,2.201278675114736,0
0026 (5).jpg,3.077545157633722,0
